DataYear,Latitude,Longitude,CouncilDistrictCode,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,NumberofBuildings,TotalGHGEmissions
0.0,0.45505975851457425,0.5176846379473674,0.0,0.08841095734405305,0.262364264467491,0.17714501254181325,0.25102127609398006,0.0,0.4287606707116865,0.5152462182713872,0.5043156642217641,0.3356279141016154,0.3320804486225857,0.367300527863554,0.35989972684970556,0.28791035689518757,0.0959181345430352,0.0,0.5267120583060902,0.09118596339990986,0.5265677203434231,0.2702903297399117,0.0,162.8
0.0,0.22493147056788063,0.20194619448857737,0.0,0.16963639726663884,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.2952292780871638,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.5546775062948401,0.0,211.49400000000009
0.0,0.3887663082915969,0.35492991959167874,0.0,0.6235538887607501,0.5877866649021191,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.2952292780871638,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.3568904379596072,0.0,211.49400000000009
0.0,0.4149639497778014,0.418870134576197,0.0,0.6458265243698732,0.4700036292457356,0.29595263486714424,0.28778758620493705,0.6589818339600106,0.6829948090959274,0.3991158804295056,0.3980944406743197,0.2851054214558486,0.2883989801950731,0.4367226417442825,0.43606762029311624,0.32348853221630114,0.31300839221549415,0.0,0.2148833026602347,0.29701129467404735,0.2148070649127363,0.11009069003322779,0.0,67.3
0.0,0.04388844282382152,0.20151923178797274,0.0,0.6804620210326295,0.262364264467491,0.27523426684293584,0.3621134985072229,0.0,0.6778797084291569,0.20095834108472985,0.20204079526775,0.19915292663573284,0.2028899097847754,0.1655309311919171,0.1644830790160321,0.44674282565198625,0.19665211937962865,0.0,0.18096955884013433,0.18640435508380657,0.18090281042542516,0.07071552479839764,0.0,52.8
0.0,0.4331979778821771,0.41396140959735644,0.0,0.5632107588532816,0.5306282510621704,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5406785869156718,0.6067110120992611,0.6038000074584734,0.6931471805599453,0.6931471805599452,0.5781780543467079,0.575674672465378,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.23684239567237164,0.0,211.49400000000009
0.0,0.4192595975708802,0.3349038138712451,0.0,0.4193735381542963,0.09531017980432484,0.3239704181164844,0.41679457487551946,0.0,0.5477298447330058,0.6931471805599452,0.6931471805599453,0.5503389861047646,0.5527708206807161,0.6931471805599453,0.6931471805599453,0.3312590535002798,0.5027288476533898,0.017173284266247882,0.0,0.47862459987437517,0.0,0.18447441015505564,0.0,176.3
0.0,0.4192595975708802,0.3349038138712451,0.0,0.27712231223677863,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.0,0.5477298447330058,0.4124728452655691,0.41218056937523107,0.6931471805599453,0.6931471805599452,0.41089238353797497,0.41024284508154957,0.6931471805599453,0.6931471805599454,0.042160335430580204,0.0,0.6931471805599454,0.0,0.11009069003322779,0.0,211.49400000000009
0.0,0.42635043993319277,0.3322374574792659,0.0,0.4193735381542963,0.18232155679395462,0.1586490137502853,0.22990683989244387,0.0,0.5477298447330058,0.5382930184666014,0.5350900287541581,0.34587043137183854,0.34801378092532803,0.5887352663865476,0.5862491085925315,0.282481956233986,0.3657813263902275,0.008159939395821431,0.0,0.34737955639125095,0.0,0.16639073472176025,0.0,87.8
0.0,0.42635043993319277,0.3322374574792659,0.0,0.21130909366720688,0.18232155679395462,0.6931471805599453,0.6931471805599453,0.0,0.5477298447330058,0.5407530443074637,0.5394100631209469,0.6931471805599453,0.6931471805599452,0.5775714054564699,0.5744590146448674,0.6931471805599453,0.6931471805599454,0.03330765540524832,0.10680973110529127,0.6931471805599454,0.10676678618623331,0.14797400793552912,0.0,211.49400000000009
0.0,0.4262391619049289,0.34646893197562667,0.6931471805599453,0.5438864860268787,0.18232155679395462,0.22188985106817588,0.29034124779781084,0.10059326484164023,0.5477298447330058,0.5686167487943987,0.5691387684888245,0.3705417109042478,0.37545026598183934,0.6931471805599453,0.6931471805599453,0.23611706732998483,0.5682752845413735,0.0,0.0,0.5416958170025287,0.0,0.04013210142631742,0.0,25.3
0.0,0.4270178481893293,0.36449980669956117,0.0,0.6545985104427103,0.4700036292457356,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5978370007556204,0.4284066773505711,0.43225934079626605,0.6931471805599453,0.6931471805599452,0.480128970395254,0.4831367368287783,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.1292117314800062,0.0,211.49400000000009
0.0,0.41679115311974124,0.2989478767161108,0.0,0.46262352194811296,0.33647223662121295,0.26391370863780894,0.2208683426358443,0.6931471805599453,0.528844129268669,0.47997484804551477,0.4810867153246746,0.2864677577060161,0.29068656725747766,0.5508195103356832,0.5507648694824734,0.24985011063765933,0.3474980349297953,0.0,0.17118995971786846,0.32991566689637564,0.17113779055597655,0.11009069003322779,0.0,56.7
0.0,0.42345317915902986,0.3054160172373083,0.0,0.6190392084062234,0.4700036292457356,0.4548607547685192,0.37392607909438824,0.6931471805599453,0.5406785869156718,0.5190198076550266,0.5226432330134752,0.46118639972919273,0.4695939775768108,0.4834680946410992,0.4874586957489329,0.39875879832191186,0.36112871987763534,0.0,0.5345775018413663,0.3429341233603722,0.5344253667779466,0.21100116448848427,0.0,176.9
0.0,0.5161374390813984,0.47949222971406735,0.0,0.4193735381542963,0.33647223662121295,0.24386585756049492,0.2757568122496896,0.3853924781103174,0.31015492830383956,0.638962746607123,0.6384161421407482,0.4531919243430916,0.45789652291071004,0.5781780543467079,0.5768888542561176,0.27231242806076383,0.31785779876799497,0.0,0.5557447869106473,0.30163456325700844,0.5555886427574778,0.2784803837099561,0.22314355131420976,183.3
0.0,0.24257015865183518,0.3009797094502953,0.0,0.6053715696775596,0.262364264467491,0.2604042006446851,0.34540886502801954,0.0,0.5753641449035619,0.2717327710441029,0.2687956339064209,0.22577131828294403,0.22660891293766794,0.3130627230932816,0.3100613010769735,0.37933078439368545,0.2697128558841291,0.0,0.13569407063328875,0.25578130128307996,0.13565654114492445,0.06062462181643484,0.0,43.7
0.0,0.43059755592327187,0.5163217889931773,0.0,0.17670356448973126,0.262364264467491,0.22833726581195657,0.3091797182231929,0.0,0.22516171547044694,0.417349204632346,0.4128796940995881,0.3162590265669122,0.31707906824164045,0.387317505788264,0.3848368186683727,0.34420857247245995,0.24205705237067043,0.0,0.3619540243276574,0.22948977160020753,0.3618400816020744,0.15722476770768015,0.0,109.4
0.0,0.308793399657035,0.5433457855596933,0.0,0.6235538887607501,0.262364264467491,0.35541317449339704,0.2893195779451845,0.6931471805599453,0.4088264558108692,0.624380323312853,0.6221086213497004,0.4576319274700773,0.461414231371169,0.6931471805599453,0.6931471805599453,0.32497192802855734,0.6854515266529163,0.0,0.0,0.6548188169155864,0.0,0.05043085362689192,0.0,32.5
0.0,0.27428856031517673,0.5830156773652571,0.0,0.5679840376059393,0.18232155679395462,0.19786955057638939,0.2746148937026527,0.0,0.38161389228598447,0.3010417996417124,0.29744040065396943,0.20578087422489247,0.20611490826762888,0.40838008992932645,0.40304960445510135,0.31073667509985436,0.32527294605374,0.0,0.0,0.3087063417346513,0.0,0.0192108362656777,0.0,12.7
0.0,0.24434039575801433,0.5014043419191319,0.0,0.3913605019266224,0.09531017980432484,0.4672678702229123,0.5758120894862557,0.0,0.36772478012531734,0.4747392339915697,0.465958430802437,0.6395038848203197,0.6360755111621619,0.3887844269842762,0.3822603514180973,0.6336527186280485,0.35909516740431185,0.0,0.6931471805599453,0.34099122310581303,0.6931471805599452,0.2283026341242371,0.0,211.49400000000009
0.0,0.2126412147039852,0.6349357345436475,0.15415067982725827,0.5584145865897886,0.262364264467491,0.1944694784163388,0.27074874774776925,0.0,0.5406785869156718,0.23572233352106986,0.2359751372519997,0.1589201718995277,0.16150006133807526,0.3031313658920361,0.30370299003575485,0.306995065051406,0.23333543463279746,0.0,0.03826449608323554,0.2212060985511328,0.03825311003969097,0.02972618026520073,0.0,17.7
0.0,0.46155302539131593,0.29632943949295965,0.0,0.4303626597298915,0.18232155679395462,0.3317315020467016,0.4254727615275755,0.0,0.5228739622821652,0.3033809819948846,0.29900797108453875,0.303506028146998,0.30282060035048675,0.28581526455603556,0.2827547538221333,0.4570821759859058,0.24418755710204215,0.0,0.33102356535421684,0.23151411162734922,0.3309292039392887,0.11009069003322779,0.0,99.4
0.0,0.5597253442931488,0.4884269693946954,0.0,0.2960503221222975,0.33647223662121295,0.17916369389138753,0.253322407430757,0.0,0.5477298447330058,0.6931471805599452,0.6931471805599453,0.440645716775411,0.4462931209128976,0.6931471805599453,0.6931471805599453,0.2521875828053437,0.6651007630423009,0.0,0.0,0.6351395422706952,0.0,0.06062462181643484,0.0,31.2
0.0,0.6732661522356378,0.3241482443904955,0.0,0.4248831939652659,0.18232155679395462,0.46777617906345065,0.5763718411342521,0.0,0.6198159074743956,0.3310325133253947,0.3344000914216966,0.4403081354874769,0.45029714119445097,0.28622138891689525,0.2880330965005324,0.6073190691602705,0.2938662833632681,0.0,0.5645554142686202,0.27877204165762853,0.564397984968311,0.13863687193958923,0.0,185.8
0.0,0.6755887311240648,0.3983439089194446,0.0,0.4026600571805557,0.09531017980432484,0.6931471805599453,0.6931471805599453,0.0,0.6198159074743956,0.381264638811728,0.38596321922843035,0.6931471805599453,0.6931471805599452,0.3110843265313953,0.31362016441642127,0.6931471805599453,0.4956919471579222,0.0,0.6931471805599453,0.4718628511704851,0.6931471805599452,0.18447441015505564,0.0,211.49400000000009
0.0,0.5082744387269198,0.34299951713904137,0.0,0.5679840376059393,0.262364264467491,0.223386368075776,0.30357264883880847,0.0,0.6931471805599453,0.055398779389788225,0.05546366240592269,0.04606178050450792,0.0467769103581298,0.07846957544324963,0.07840435148445363,0.3387763198320608,0.07735357070606286,0.0,0.0,0.07369669491798705,0.0,0.014265577867037738,0.0,2.7
0.0,0.13405852252100048,0.21561890351141091,0.0,0.19761024930904503,0.262364264467491,0.1228242314934616,0.18885009141236728,0.0,0.5477298447330058,0.2947770963023847,0.291145429990204,0.16023159801904982,0.16023314773220074,0.28743877331429263,0.2847881841051254,0.24344303113130497,0.1376490730038099,0.0,0.16415950738401044,0.13056818307764276,0.16409522555832495,0.10039129294451425,0.0,45.9
0.0,0.3716076322723075,0.3985192706033595,0.0,0.0330608622608881,0.4054651081081644,0.6516087927523744,0.6931471805599453,0.0,0.6880838786033986,0.29399124164504564,0.292722891551205,0.5313012853516246,0.5360598611586541,0.33727508988115434,0.33548407899143595,0.6931471805599453,0.618019212358072,0.0,0.34734293248993026,0.5896629197547091,0.34723036437488164,0.06062462181643484,0.22314355131420976,123.8
0.0,0.381082772614772,0.39895754032156955,0.0,0.6007738604289301,0.4700036292457356,0.6028922734715234,0.6931471805599453,0.0,0.5477298447330058,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599454,0.03751940925097662,0.1142948238504216,0.6931471805599454,0.1142476426396647,0.23684239567237164,0.0,211.49400000000009
0.0,0.5403802893403142,0.19094734443912526,0.0,0.3741681013862495,0.4054651081081644,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.31015492830383956,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.5103944963611666,0.22314355131420976,211.49400000000009
0.0,0.3604386235997362,0.4332840301795236,0.0,0.6369769090928907,0.33647223662121295,0.19976767350250615,0.2767724242431607,0.0,0.5477298447330058,0.6931471805599452,0.6931471805599453,0.6414894549294623,0.6484602079826463,0.6931471805599453,0.6931471805599453,0.15108293136255974,0.6931471805599454,0.0,0.38166646273253674,0.6931471805599454,0.3815572835400284,0.2283026341242371,0.0,145.1
0.0,0.3516945178689259,0.4579570221601874,0.0,0.08068891125014266,0.33647223662121295,0.2498137212571899,0.2659328637031669,0.4835503764565736,0.5477298447330058,0.23988034366973354,0.2409674096143269,0.1569230852909908,0.15968114693038515,0.2710838417546204,0.27252511348858266,0.29743188667908993,0.1847570014235691,0.0,0.10310856608807697,0.17513361435036956,0.10306930503076539,0.05043085362689192,0.0,31.7
0.0,0.43242409099685625,0.35415119254196387,0.0,0.5915145350161334,0.33647223662121295,0.5676501578339455,0.6374990347733505,0.4940375706813003,0.6727383089287382,0.47736046747144395,0.4778173709887513,0.5516218122182165,0.5583369499066967,0.4332234429887161,0.43291955375257923,0.5394221485563451,0.4066503291257299,0.0,0.6586925862451647,0.38646772042143374,0.6585225863839786,0.15722476770768015,0.0,211.49400000000009
0.0,0.2828343805563023,0.571762099170458,0.0,0.5632107588532816,0.33647223662121295,0.6931471805599453,0.6931471805599453,0.0,0.6413221126953593,0.25225163547228036,0.25252002766135206,0.6420593786733391,0.6486456954487556,0.2837821650064528,0.28194022253982615,0.6931471805599453,0.6931471805599454,0.0,0.47237356882983456,0.6837373102028534,0.4722376712304802,0.06062462181643484,0.0,173.4
0.0,0.18547663678151516,0.3245259413875589,0.0,0.46262352194811296,0.18232155679395462,0.6931471805599453,0.6931471805599453,0.0,0.5477298447330058,0.6777336412867007,0.6697139925450497,0.6931471805599453,0.6931471805599452,0.619463280754331,0.613522987435898,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.2866039052314355,0.6931471805599453,211.49400000000009
0.0,0.567292135180607,0.6740952182902792,0.0,0.6190392084062234,0.18232155679395462,0.343545273804039,0.4386673498291042,0.0,0.5477298447330058,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.4532284772536756,0.6931471805599454,0.0,0.692072494644986,0.6931471805599454,0.6918958277605392,0.2784803837099561,0.0,211.49400000000009
0.0,0.34374984773381523,0.46360012229645314,0.0,0.350775221811544,0.09531017980432484,0.2266811226199847,0.3073044859953401,0.0,0.5477298447330058,0.6707462438707786,0.6599358761119081,0.5190347540364691,0.5157795034876798,0.5696512958211523,0.5612964994723253,0.34434458765008735,0.3000346052951568,0.0,0.6774473494431303,0.2846476654700663,0.6772683778273547,0.31845373111853453,0.0,211.49400000000009
0.0,0.3750688583020112,0.5421693818037389,0.0,0.6458265243698732,0.262364264467491,0.6931471805599453,0.6931471805599453,0.0,0.4986303506721724,0.38629519200044415,0.3809249175588781,0.6931471805599453,0.6931471805599452,0.3949949463433447,0.391066455144055,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.11969691183866762,0.0,211.49400000000009
0.0,0.06455183591897823,0.6931471805599453,0.0,0.6145040532408321,0.262364264467491,0.27454859171179186,0.36134184036858896,0.0,0.44183275227903923,0.3310325133253947,0.3290944762593721,0.2852650325192416,0.2873801847317046,0.3476386724467765,0.34623934898826936,0.39478912634737495,0.2883076305493891,0.0,0.24541049089413414,0.2734785486944154,0.24532763337229438,0.10039129294451425,0.0,75.0
0.0,0.3932332388736626,0.5819580358071487,0.0,0.6190392084062234,0.262364264467491,0.22512947872377667,0.3055472039897292,0.0,0.44183275227903923,0.32266426365487805,0.32146585955244156,0.24497790812459913,0.2473569870567022,0.39024919947409087,0.3870399480018856,0.34600810339310706,0.3188368182744251,0.0,0.11192302950613459,0.3025681815797423,0.11187783556529667,0.06062462181643484,0.0,39.7
0.0,0.1202134462868863,0.5886134528781075,0.0,0.6099482367049713,0.262364264467491,0.3513531132979687,0.4473778411232065,0.0,0.528844129268669,0.3219000297621222,0.31993312777160343,0.33625956335354773,0.33818320772367844,0.32641300775787446,0.32500220966183746,0.4783852865536321,0.3171767409590946,0.0,0.31776684337397904,0.30098542659981004,0.31767639636610256,0.10039129294451425,0.0,98.4
0.0,0.5001165901728077,0.2852957875477452,0.0,0.514181331612963,0.18232155679395462,0.16144623117722967,0.23310361131477061,0.0,0.5477298447330058,0.6198503042411029,0.614711127789417,0.38882153728617824,0.38969458826527315,0.6364847227808262,0.6329275755572445,0.2705872112241316,0.3745633969227955,0.0,0.3560672447695962,0.3557732435759365,0.3559643108618208,0.21100116448848427,0.0,113.4
0.0,0.6356227757954922,0.568512825551464,0.0,0.658955815811666,0.18232155679395462,0.6931471805599453,0.6931471805599453,0.0,0.625235974943735,0.2506109460148205,0.25252002766135206,0.557898827902035,0.5674493719122672,0.25947412515339346,0.26010979096350667,0.6931471805599453,0.5509374655369191,0.0,0.5171746064712919,0.5249976475318645,0.5170337359008448,0.08070561787348395,0.0,180.1
0.0,0.5885438463305537,0.2914623024634196,0.6061358035703155,0.6190392084062234,0.262364264467491,0.2057773333359125,0.28359971596932515,0.0,0.5047465776896085,0.32342791394017534,0.318398043117268,0.22755692134084513,0.22689287945061376,0.3310826403384101,0.3269516040177153,0.3194338728064179,0.21582653300816843,0.0,0.2078543192887141,0.20458711392330156,0.20777728756683858,0.10039129294451425,0.0,61.1
0.0,0.14576452765021625,0.47900698910610107,0.0,0.6414115061607565,0.262364264467491,0.21226830084394824,0.29096755313472805,0.0,0.4155154439616658,0.3317898022673035,0.33061324088464816,0.2270246897994581,0.22891439623611096,0.4026138926062698,0.40160472629591515,0.11704305061356562,0.30143722796010813,0.0,0.09455194260240898,0.28598399614139247,0.09451566917477028,0.05043085362689192,0.0,34.5
0.0,0.5277418115494951,0.6157184840537931,0.0,0.3683709837019236,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.14981227822866008,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599452,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.6931471805599453,0.6931471805599453,211.49400000000009
0.0,0.6399684060510689,0.40855119492489067,0.0,0.5915145350161334,0.262364264467491,0.17430567639057132,0.1594455778644921,0.5533289936334628,0.558171744363189,0.6333792591814226,0.6378582184948624,0.29714528984261307,0.30336132973446195,0.6582720769657335,0.6598116757695482,0.14156435844495774,0.2942851801627985,0.0,0.2721876088641027,0.2791708258124653,0.27210474884661584,0.20223686649489608,0.0,83.3
0.0,0.5630549945968537,0.2158294187482954,0.0,0.6053715696775596,0.18232155679395462,0.6931471805599453,0.6931471805599453,0.0,0.558171744363189,0.2932047689344322,0.29193447181879434,0.6490637105601051,0.6538140880055514,0.3601611295604586,0.35725811619626124,0.6931471805599453,0.6931471805599454,0.0,0.29295658129288704,0.6931471805599454,0.29286883453860996,0.05043085362689192,0.0,120.4
0.0,0.6167850226905682,0.4106754885293157,0.0,0.46262352194811296,0.18232155679395462,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5477298447330058,0.46285790610481703,0.4599758024130449,0.6931471805599453,0.6931471805599452,0.5433119675659476,0.5401211426528122,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.11009069003322779,0.6931471805599453,211.49400000000009
0.0,0.18306691167061076,0.613882325345791,0.0,0.36254006339113043,0.18232155679395462,0.6004932272291519,0.6931471805599453,0.0,0.5639354490799391,0.3601499118961219,0.354604915363074,0.5886213188965363,0.5866627467680005,0.26819402427889805,0.26426538205009953,0.6931471805599453,0.2549019361278237,0.0,0.6931471805599453,0.24169658676767455,0.6931471805599452,0.17547344929607953,0.0,211.49400000000009
0.0,0.19119416488615068,0.28076911183944997,0.0,0.4248831939652659,0.09531017980432484,0.5148695298876417,0.6281086366536642,0.0,0.5639354490799391,0.37185450784564983,0.3649229468513501,0.48278009633169855,0.4793379491903478,0.3039295142303606,0.29850692734381007,0.5975514064071897,0.2713753387196745,0.0,0.6373963011182424,0.25736281399892597,0.637220557726486,0.14797400793552912,0.0,211.49400000000009
0.0,0.10083388197296478,0.6692916864707066,0.15415067982725827,0.4082623127292256,0.18232155679395462,0.6322261765934201,0.6931471805599453,0.0,0.5810298824392391,0.33933131614008977,0.3344000914216966,0.5829943643624526,0.5820648575240981,0.2991310405318078,0.2960996079337663,0.6931471805599453,0.4152412524602082,0.0,0.6931471805599453,0.3946931645805569,0.6931471805599452,0.1292117314800062,0.0,211.49400000000009
0.0,0.6107654235779847,0.20146584863032937,0.0,0.4026600571805557,0.09531017980432484,0.5616875043897812,0.6793113108869665,0.0,0.6519042220258963,0.2932047689344322,0.28560463567301925,0.4922495866962899,0.4869841776865794,0.21817936340656777,0.21322087482641464,0.6931471805599453,0.21756610959865863,0.0,0.6931471805599453,0.20623765767067798,0.6931471805599452,0.14797400793552912,0.0,211.49400000000009
0.0,0.1202134462868863,0.26601437932703276,0.0,0.6545985104427103,0.18232155679395462,0.6931471805599453,0.6931471805599453,0.0,0.5866637001574952,0.2955623338770868,0.29429786864586543,0.6931471805599453,0.6931471805599452,0.3110843265313953,0.3100613010769735,0.6931471805599453,0.6931471805599454,0.0,0.6931471805599453,0.6931471805599454,0.6931471805599452,0.08070561787348395,0.0,211.49400000000009
0.0,0.07630593225018964,0.23743302825700638,0.0,0.39702623946229976,0.09531017980432484,0.13450673428116386,0.20226241001811193,0.0,0.625235974943735,0.38701178106729595,0.3809249175588781,0.2111041036220059,0.2103839514564451,0.28581526455603556,0.28194022253982615,0.24079376150702458,0.07632075698015084,0.0,0.32796708558485743,0.07272391749021385,0.32786373192608376,0.19339507591343508,0.0,91.9
0.0,0.3513047770416435,0.5322862570761029,0.0,0.4248831939652659,0.262364264467491,0.48504234860092726,0.5953684314844335,0.0,0.5866637001574952,0.3400823488453126,0.335155743736701,0.46636683743389973,0.46475233228026036,0.29632126065570447,0.2928808073756602,0.6258050063890639,0.3158508744259184,0.0,0.5705386330702323,0.2997213379932459,0.5703821989411968,0.13863687193958923,0.0,189.2
0.0,0.17865770209510745,0.20269294084289516,0.0,0.4573184697184198,0.18232155679395462,0.15905236893749294,0.2303678891018955,0.0,0.5477298447330058,0.26285100090932245,0.25987684870509664,0.1557868318422024,0.15627435605030707,0.22165038389944666,0.22017923986007842,0.2679431715348001,0.09468694911461754,0.0,0.205732193783495,0.09002589305560153,0.20566742098409094,0.11009069003322779,0.0,55.9
0.0,0.5145086498785176,0.39311278285103934,0.4054651081081644,0.6545985104427103,0.262364264467491,0.4568225147143259,0.5643032208832177,0.0,0.44183275227903923,0.2868906200954693,0.2879830220291589,0.37671440572278164,0.3829534451765493,0.34572757604277576,0.34623934898826936,0.593216788038718,0.4839062956793818,0.0,0.1817786200612355,0.46054207658244556,0.18171625242604972,0.05043085362689192,0.0,66.4
