TotalGHGEmissions,NaturalGas(kBtu),SiteEnergyUse(kBtu),SiteEUIWN(kBtu/sf),Electricity(kBtu),PropertyGFABuilding(s),LargestPropertyUseTypeGFA,PropertyGFATotal,SourceEUIWN(kBtu/sf),PropertyGFAParking
45.9,0.16409522555832495,0.16023159801904982,0.2947770963023847,0.13056818307764276,0.18885009141236728,0.24344303113130497,0.1228242314934616,0.28743877331429263,0.0
123.8,0.34723036437488164,0.5313012853516246,0.29399124164504564,0.5896629197547091,0.6931471805599453,0.6931471805599453,0.6516087927523744,0.33727508988115434,0.0
211.49400000000009,0.1142476426396647,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6028922734715234,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
145.1,0.3815572835400284,0.6414894549294623,0.6931471805599452,0.6931471805599454,0.2767724242431607,0.15108293136255974,0.19976767350250615,0.6931471805599453,0.0
31.7,0.10306930503076539,0.1569230852909908,0.23988034366973354,0.17513361435036956,0.2659328637031669,0.29743188667908993,0.2498137212571899,0.2710838417546204,0.4835503764565736
211.49400000000009,0.6585225863839786,0.5516218122182165,0.47736046747144395,0.38646772042143374,0.6374990347733505,0.5394221485563451,0.5676501578339455,0.4332234429887161,0.4940375706813003
173.4,0.4722376712304802,0.6420593786733391,0.25225163547228036,0.6837373102028534,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.2837821650064528,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6777336412867007,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.619463280754331,0.0
211.49400000000009,0.6918958277605392,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.4386673498291042,0.4532284772536756,0.343545273804039,0.6931471805599453,0.0
211.49400000000009,0.6772683778273547,0.5190347540364691,0.6707462438707786,0.2846476654700663,0.3073044859953401,0.34434458765008735,0.2266811226199847,0.5696512958211523,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.38629519200044415,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3949949463433447,0.0
75.0,0.24532763337229438,0.2852650325192416,0.3310325133253947,0.2734785486944154,0.36134184036858896,0.39478912634737495,0.27454859171179186,0.3476386724467765,0.0
39.7,0.11187783556529667,0.24497790812459913,0.32266426365487805,0.3025681815797423,0.3055472039897292,0.34600810339310706,0.22512947872377667,0.39024919947409087,0.0
98.4,0.31767639636610256,0.33625956335354773,0.3219000297621222,0.30098542659981004,0.4473778411232065,0.4783852865536321,0.3513531132979687,0.32641300775787446,0.0
113.4,0.3559643108618208,0.38882153728617824,0.6198503042411029,0.3557732435759365,0.23310361131477061,0.2705872112241316,0.16144623117722967,0.6364847227808262,0.0
180.1,0.5170337359008448,0.557898827902035,0.2506109460148205,0.5249976475318645,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.25947412515339346,0.0
61.1,0.20777728756683858,0.22755692134084513,0.32342791394017534,0.20458711392330156,0.28359971596932515,0.3194338728064179,0.2057773333359125,0.3310826403384101,0.0
34.5,0.09451566917477028,0.2270246897994581,0.3317898022673035,0.28598399614139247,0.29096755313472805,0.11704305061356562,0.21226830084394824,0.4026138926062698,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
83.3,0.27210474884661584,0.29714528984261307,0.6333792591814226,0.2791708258124653,0.1594455778644921,0.14156435844495774,0.17430567639057132,0.6582720769657335,0.5533289936334628
120.4,0.29286883453860996,0.6490637105601051,0.2932047689344322,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3601611295604586,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.46285790610481703,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5433119675659476,0.6931471805599453
211.49400000000009,0.6931471805599452,0.5886213188965363,0.3601499118961219,0.24169658676767455,0.6931471805599453,0.6931471805599453,0.6004932272291519,0.26819402427889805,0.0
211.49400000000009,0.637220557726486,0.48278009633169855,0.37185450784564983,0.25736281399892597,0.6281086366536642,0.5975514064071897,0.5148695298876417,0.3039295142303606,0.0
211.49400000000009,0.6931471805599452,0.5829943643624526,0.33933131614008977,0.3946931645805569,0.6931471805599453,0.6931471805599453,0.6322261765934201,0.2991310405318078,0.0
211.49400000000009,0.6931471805599452,0.4922495866962899,0.2932047689344322,0.20623765767067798,0.6793113108869665,0.6931471805599453,0.5616875043897812,0.21817936340656777,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.2955623338770868,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3110843265313953,0.0
91.9,0.32786373192608376,0.2111041036220059,0.38701178106729595,0.07272391749021385,0.20226241001811193,0.24079376150702458,0.13450673428116386,0.28581526455603556,0.0
189.2,0.5703821989411968,0.46636683743389973,0.3400823488453126,0.2997213379932459,0.5953684314844335,0.6258050063890639,0.48504234860092726,0.29632126065570447,0.0
55.9,0.20566742098409094,0.1557868318422024,0.26285100090932245,0.09002589305560153,0.2303678891018955,0.2679431715348001,0.15905236893749294,0.22165038389944666,0.0
66.4,0.18171625242604972,0.37671440572278164,0.2868906200954693,0.46054207658244556,0.5643032208832177,0.593216788038718,0.4568225147143259,0.34572757604277576,0.0
211.49400000000009,0.6280233894220958,0.6025774611398917,0.48907172689234546,0.5074699182091219,0.42849349585721747,0.578092700128469,0.44361566736812547,0.48046338500560065,0.6931471805599453
211.49400000000009,0.6258568564413155,0.6083713265934976,0.6931471805599452,0.5143492537461074,0.21937072240742145,0.22084589685154576,0.14943770722162758,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.5493157877573517,0.648594115139304,0.6557832016305744,0.6416309494680783,0.6931471805599453,0.546446962923074,0.6931471805599453
58.5,0.19678996502240745,0.22494013849711117,0.300260854658641,0.2152010718116388,0.3067174507248318,0.34182295641123267,0.22616274705171213,0.3150372133292021,0.0
24.0,0.07081618293751847,0.14984666756754614,0.2248298923546462,0.18508979976317272,0.26146440897745227,0.3024034355954336,0.18631088100500043,0.27190797234354347,0.0
8.2,0.0,0.1360066222799058,0.21636960500525487,0.20820029200543191,0.23404865032227565,0.284968447503091,0.1622733667535138,0.2979278157446031,0.0
177.9,0.5633988992626592,0.36247335161959876,0.45953232937844013,0.10256079874062232,0.32368898983053385,0.35826985959157975,0.2411635918741419,0.32602288564470666,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.34158272422054714,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.419813685972234,0.6931471805599453
100.7,0.1963112545533365,0.6931471805599453,0.4242744400656605,0.6931471805599454,0.6931471805599453,0.5553429856905219,0.6179520915424467,0.5366963116443192,0.0
17.8,0.0,0.2754551533261655,0.41177427730142907,0.4087708007416552,0.2641114156547458,0.30057262360378145,0.1886359973060547,0.5492600801472233,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6577221708913935,0.6835586398547078,0.5864372059593201,0.6931471805599453,0.5040626488376544
52.9,0.0,0.6619787503404638,0.672901417118762,0.6931471805599454,0.31351271295269073,0.22698237833168614,0.23216540965711308,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.684286653378488,0.6931471805599453,0.6931471805599453,0.6931471805599453
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6260738038191861,0.6534473627263351,0.5228364848453845,0.407796229621914,0.41928095118663705,0.6168411308383118,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
65.1,0.20776434680646236,0.2828602667708897,0.3557251259157662,0.29294469826645925,0.32822097132853867,0.36266319912994044,0.24517431496672423,0.39024919947409087,0.0
7.3,0.015417266172152604,0.07047426431796472,0.08876792056440655,0.10049145651736655,0.30672230366850606,0.34182765810078486,0.26054084292988794,0.11719421010597264,0.3127641946216064
211.49400000000009,0.4531579175019907,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
211.49400000000009,0.634243155146213,0.66550680966032,0.3535053691774533,0.6106229416244274,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3609150499821763,0.0
211.49400000000009,0.6931471805599452,0.6564541180492308,0.6015221852368029,0.40464557694611636,0.4826002898103623,0.512666295178489,0.3829966480955903,0.5217293093280562,0.0
17.2,0.0,0.2663072809836123,0.45016144420513327,0.3983894209141208,0.22338226028229397,0.26119275543003856,0.15294339542508126,0.5962084724821378,0.0
211.49400000000009,0.6458915773931497,0.6931471805599453,0.3203698075813545,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3395874078530238,0.0
88.4,0.2974945074574917,0.27959779106433624,0.3378275564582235,0.22076243301510964,0.344521404321647,0.3784699769031551,0.25961710890786804,0.3248516053015316,0.0
117.1,0.3798018053795153,0.3466726919794628,0.4180438903150244,0.26806347193925967,0.344708303616179,0.37865126112104763,0.2597828639223367,0.3982673195503833,0.0
56.7,0.15903377551149125,0.3263720205741913,0.22819406710027823,0.39573332575269476,0.5907397722354267,0.6308112481552457,0.4808325697445833,0.2760184681015763,0.0
12.8,0.0,0.20328126368980248,0.278143049405022,0.3103690550182907,0.29293268863005506,0.33273097566870247,0.2140005194497485,0.37921074755785966,0.0
211.49400000000009,0.6931471805599452,0.5170144458243083,0.527147392251685,0.13727720836842688,0.4221013291459986,0.4538045371461944,0.3287155142650737,0.3706646397343478,0.0
148.1,0.0,0.43461767881912666,0.4082740987192194,0.3517860859416458,0.48549411846847934,0.3261809417784244,0.38560144502608273,0.40909853237706933,0.0
211.49400000000009,0.0,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
67.5,0.2199902338883571,0.27179354313441934,0.517763526082765,0.26994292943731785,0.2544684338124675,0.22441069864345953,0.18016926501926667,0.5536203710967745,0.0
24.9,0.04477583310510744,0.2450313793303873,0.4688162156884476,0.34294071442940055,0.31003621202242165,0.11810798524427041,0.229093813511613,0.5965062421892482,0.0
211.49400000000009,0.6931471805599452,0.6821685632632967,0.3696703060308087,0.5686460014192046,0.6931471805599453,0.6931471805599453,0.6900126727408827,0.3586515813833967,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6478273547643749,0.380521101778666,0.6488607370938199,0.6931471805599453,0.6931471805599453
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.5435837477424871,0.5720942124779776,0.43804589354754214,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.2370345282542231,0.35195067926224327,0.16488736567358728,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.5836706530442651,0.28545544594248007,0.1634833243552634,0.20741167050417478,0.6931471805599453,0.0
42.1,0.0,0.14817448082795676,0.3180700748698233,0.12230035657005374,0.2532149000907178,0.1663228165016475,0.17906936973512574,0.3228964175672743,0.0
21.0,0.0,0.31604283141387435,0.1514345169984806,0.46746729059012726,0.1878012147613303,0.6931471805599453,0.6860786415815685,0.2112009680251055,0.6931471805599453
159.1,0.3271196540805953,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.4996189032180715,0.5292414665822571,0.3983262260448897,0.6931471805599453,0.0
138.7,0.0,0.6931471805599453,0.46484795651282707,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6147969167105662,0.6931471805599453
72.2,0.15711418733878696,0.5117985599298122,0.5364440194806542,0.6621778283930952,0.4080053342741319,0.4401040403347112,0.3161172963102866,0.6624616761448302,0.0
185.6,0.0,0.6931471805599453,0.5076560490047116,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6674661349879399,0.0
205.3,0.0,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.1423355357978403,0.18299412963082778,0.08246740159543321,0.6931471805599453,0.0
136.8,0.4236213726504354,0.42662411319146804,0.48258241145259567,0.3644150390057424,0.3717047695167808,0.4048472656824555,0.35380017974016703,0.4797944439143636,0.5916287932750791
34.9,0.0,0.48193764265984657,0.33481323616530073,0.6892001923363321,0.6016790871700737,0.6560297400469717,0.6931471805599453,0.4512870159799662,0.6931471805599453
211.49400000000009,0.0,0.6931471805599453,0.684672553568973,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6739772644522252,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6381995968720565,0.0
211.49400000000009,0.2765604590970667,0.6931471805599453,0.38701178106729595,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5026181780063533,0.6931471805599453
189.4,0.0,0.5577399514132532,0.3955710344629659,0.5024097096509028,0.5943861774600718,0.6519556297512348,0.4841488384034512,0.41232515117329066,0.0
28.3,0.0,0.4041742868307743,0.5438195907154433,0.590642196788359,0.36662586246120754,0.18130632828035995,0.2792450136771968,0.6931471805599453,0.0
91.8,0.15031233371704084,0.6143468989320091,0.48907172689234546,0.6931471805599454,0.5623959339455094,0.3606812023805778,0.45509255187891073,0.6080506382276544,0.0
111.5,0.0,0.6931471805599453,0.3616205003964442,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4854662303798341,0.0
211.49400000000009,0.5590411050090134,0.6869342280537312,0.6198503042411029,0.6268174747940595,0.49234567655240197,0.47859444309986665,0.3917716734930164,0.6356261816755195,0.0
15.9,0.0,0.24803958070098053,0.3572022310587794,0.3726730831105582,0.274289107741146,0.29036360396806804,0.19758297783014145,0.480128970395254,0.0
168.4,0.0,0.43325480395418264,0.3119114718786163,0.2879781863418184,0.6001277714049289,0.6296625234303642,0.48937281713022956,0.28865467748873663,0.0
49.3,0.0,0.5752406798478269,0.44228473420661624,0.6931471805599454,0.6479619096724681,0.5637649718356709,0.5329982794704234,0.5869333558743726,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.5656254214068133,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.673273191651741,0.6931471805599453
41.9,0.0,0.5590546385242374,0.4379826739188554,0.6931471805599454,0.5759270309496612,0.48922006185576916,0.46737224609736544,0.5821123268910808,0.0
14.4,0.0,0.22670671595597028,0.25878760645206594,0.34239487651369344,0.366456730041548,0.20458311426077724,0.2790946465983629,0.3533501451559599,0.0
211.49400000000009,0.6919299213319,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.5997658132071485,0.22654982727600567,0.48904341032302406,0.6931471805599453,0.0
168.7,0.4570986956807526,0.6428150494698301,0.6931471805599452,0.6931471805599454,0.27810666059089734,0.33040814942283214,0.5228990560362925,0.6931471805599453,0.6931471805599453
191.1,0.4688220549182928,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.45585008428438645,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
211.49400000000009,0.49326035225850523,0.6931471805599453,0.33254651815660974,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.4300636608421143,0.6931471805599453
196.9,0.210757637109763,0.6931471805599453,0.27973921893784415,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3717835001054223,0.6931471805599453
122.2,0.0,0.6931471805599453,0.45686388216460655,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6048079976479622,0.6931471805599453
60.8,0.0,0.6931471805599453,0.42358407069063986,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.563515930848516,0.6931471805599453
84.5,0.0,0.6931471805599453,0.6793392075936104,0.6931471805599454,0.6632346611721702,0.6592353599933554,0.6586407388190415,0.6931471805599453,0.6931471805599453
187.0,0.0,0.455857819228935,0.429780303940183,0.28598307460436956,0.4661273592681985,0.45984783919581557,0.3681834212417315,0.39353711388164014,0.0
44.2,0.1375064665211617,0.22389308037915842,0.3754842758962285,0.2561848823108558,0.23409039939988802,0.19874128105854427,0.1623099094490898,0.4307666979914312,0.0
211.49400000000009,0.0,0.6931471805599453,0.5541760646396044,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6278659610859851,0.6931471805599453
166.3,0.0,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.4934897630798907,0.474452391303117,0.6931471805599453,0.6931471805599453,0.6931471805599453
118.2,0.0,0.41106751456146906,0.4812794796721796,0.39096968316755054,0.3128376725451772,0.39034687933115725,0.23156889329487693,0.5152917951432785,0.0
211.49400000000009,0.5120692084580378,0.6931471805599453,0.49551920248331505,0.6931471805599454,0.685078762532136,0.6931471805599453,0.6931471805599453,0.5845257466699703,0.6931471805599453
169.0,0.0,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
86.3,0.2601392283422456,0.3755808584796708,0.16494215146002258,0.4114525751675605,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.1868343702133113,0.6931471805599453
88.2,0.2786256659436962,0.33836749157881796,0.2644717468070557,0.34050939549253356,0.5464593567754059,0.5748987298845958,0.44064967396054383,0.2854089751911651,0.0
142.8,0.47340439523767025,0.30665360475551856,0.45351827850868437,0.09604001870459432,0.2663877078005622,0.24480648507971267,0.1906360779760019,0.3295285177161788,0.0
96.1,0.32953887437234103,0.2628636716398383,0.23238343225555516,0.16551845362113984,0.47909373181476794,0.5092520218009144,0.3798413306066513,0.20019878865498608,0.0
29.3,0.0,0.4178684969804265,0.46815593174237224,0.605016786733994,0.43086238217276246,0.4093707352754386,0.49495619452722966,0.6188811746781698,0.6931471805599453
16.3,0.0,0.25280765291927765,0.37837863392259297,0.3796469954576202,0.27998755609219006,0.30165487214174586,0.34133649999575066,0.5065348877591478,0.6931471805599453
211.49400000000009,0.6931471805599452,0.6164627359450888,0.23070979169752556,0.5912391211069931,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.20857146348608077,0.6931471805599453
23.2,0.0,0.342170864721838,0.2821287063352256,0.5071570819663019,0.5198410579699568,0.5489461763682425,0.6931471805599453,0.3843771919968684,0.6931471805599453
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.2508622050684319,0.2504942330431823,0.37134232474920276,0.6931471805599453,0.6931471805599453
31.3,0.0,0.4456160906987308,0.5553874518259014,0.636801368600404,0.34314662154521436,0.36283355962697633,0.25839796572319024,0.6931471805599453,0.0
39.6,0.0,0.53467922713808,0.5799028798781134,0.6931471805599454,0.4061353707773227,0.4235131564589054,0.3144474476589518,0.6931471805599453,0.0
45.4,0.0,0.5910674421212695,0.46815593174237224,0.6931471805599454,0.5628618278879225,0.3232490686136243,0.45551510245495963,0.619463280754331,0.0
24.7,0.0,0.3640581443733514,0.5745726925472502,0.531743031016267,0.23893188941290933,0.2762209722137613,0.16654892286630052,0.6931471805599453,0.0
88.2,0.2700565037885822,0.3721614697478917,0.5710033847721296,0.3915106157701858,0.2485605425404116,0.2855306631450068,0.17498695062527866,0.6255550235505157,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6730899554971783,0.6931471805599453,0.5559880126678047,0.6931471805599453,0.0
211.49400000000009,0.08246023549111217,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6741760294804962,0.6931471805599453,0.5569827694886951,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.685735817890303,0.6931471805599454,0.6931471805599453,0.4958520563037324,0.574373397675202,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.5635665851473983,0.2465370789481123,0.30279950715753934,0.17321286400619124,0.6931471805599453,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6931471805599452,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
33.3,0.0,0.46124604137725544,0.4858323330650939,0.6656001508118864,0.3969810797506122,0.4373130669320326,0.4952247238722235,0.6410512014050703,0.6931471805599453
28.3,0.06897021454468763,0.21783990085287838,0.08683555281335253,0.2909086532926083,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.11189120389743334,0.0
211.49400000000009,0.6931471805599452,0.6931471805599453,0.6836081575131865,0.6931471805599454,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453
71.2,0.04656494667566588,0.6931471805599453,0.5804933729569778,0.6931471805599454,0.5785152742229797,0.6061755089563564,0.6931471805599453,0.6931471805599453,0.6931471805599453
